genome_id,metagenome_id,genome_length,num_contigs,n50,num_16s,num_5s,num_23s,num_trna,completeness,contamination,quality_score,mimag_quality,otu_id,ecosystem,ecosystem_category,ecosystem_type,habitat,longitude,latitude
3300029941_1,3300029941,2995400,48,102618,1,1,1,45,92.19,0.32,90.59,HQ,OTU-1318,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__UBA4765;g__UBA4765;s__GCA_002365175.1,Aquatic,Freshwater,Aquatic,NULL,NULL
3300013132_178,3300013132,638794,24,53169,1,1,1,45,55.53,0,55.53,MQ,OTU-17300,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Kaiserbacteraceae;g__C7867-001;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_177,3300013132,639500,79,9795,0,2,2,42,68.47,1.23,62.32,MQ,OTU-11091,d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__UBA12465;g__UBA12465;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_170,3300013132,685833,78,12636,1,1,1,27,69.8,0,69.8,MQ,OTU-15246,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_169,3300013132,687146,49,21304,1,1,1,36,53.16,0,53.16,MQ,OTU-14838,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Portnoybacterales;f__GWB1-42-6;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_16,3300013132,6032490,346,25325,0,1,1,43,94.09,4.05,73.84,MQ,OTU-13665,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_158,3300013132,837563,107,8824,2,0,1,34,59.14,0,59.14,MQ,OTU-7575,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_147,3300013132,961802,86,22818,0,1,1,37,54.62,0,54.62,MQ,OTU-13140,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_140,3300013132,1100175,69,28024,0,0,0,37,86.02,0,86.02,MQ,OTU-13516,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6184;f__UBA6184;g__UBA6184;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_139,3300013132,1119111,102,14066,0,0,0,25,55.17,0,55.17,MQ,OTU-1978,d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA6595;f__;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_135,3300013132,1155674,34,68279,1,0,1,43,68.65,0,68.65,MQ,OTU-6701,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__;f__;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_134,3300013132,1159168,157,8637,1,0,0,17,61.03,1.72,52.43,MQ,OTU-3095,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_133,3300013132,1163824,127,12022,1,1,1,16,65.67,2.56,52.87,MQ,OTU-15064,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__UBA3006;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_130,3300013132,1220410,86,19404,1,1,1,30,83.23,0,83.23,MQ,OTU-3525,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA6164;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_128,3300013132,1264540,180,7533,0,0,0,33,68.77,0.6,65.77,MQ,OTU-2619,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Gallionellaceae;g__Sideroxydans;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_123,3300013132,1364101,263,5240,0,0,0,20,56.58,0.54,53.88,MQ,OTU-15471,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_120,3300013132,1390005,99,21587,1,0,0,39,87.5,1.73,78.85,MQ,OTU-15468,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylopumilus;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_118,3300013132,1443657,151,12201,1,1,1,31,73.93,1.71,65.38,MQ,OTU-6080,d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA6595;f__;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_114,3300013132,1524584,155,14068,1,0,0,32,81.93,0.84,77.73,MQ,OTU-6077,d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CG2-30-66-27;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_112,3300013132,1560040,222,8224,1,1,0,31,76.56,0.96,71.76,MQ,OTU-890,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Gallionellaceae;g__Gallionella;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_111,3300013132,1593383,209,9027,0,0,0,29,78.08,1.55,70.33,MQ,OTU-10740,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA954;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_110,3300013132,1606847,162,13005,1,0,2,29,87.34,1.42,80.24,MQ,OTU-6076,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Caenarcaniphilales;f__;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_109,3300013132,1604635,66,40115,0,2,0,31,90.54,0,90.54,MQ,OTU-14815,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_108,3300013132,1605513,149,15308,1,0,1,36,80.13,0.71,76.58,MQ,OTU-17782,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_106,3300013132,1655197,175,12217,0,1,0,25,70.88,0,70.88,MQ,OTU-10321,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA961;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_103,3300013132,1668109,63,38803,1,1,1,39,91.24,0.85,86.99,HQ,OTU-14811,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__UBA3065;g__UBA3065;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013132_100,3300013132,1742424,239,8660,1,1,0,25,73.56,0.46,71.26,MQ,OTU-6708,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_99,3300013131,1465213,156,11461,1,1,1,33,63.64,0,63.64,MQ,OTU-1978,d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA6595;f__;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_97,3300013131,1535442,49,55253,1,1,1,34,83.54,1.22,77.44,MQ,OTU-14811,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__UBA3065;g__UBA3065;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_96,3300013131,1529825,264,6163,1,0,0,34,65.38,0.79,61.43,MQ,OTU-12279,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_93,3300013131,1537394,139,15659,0,1,1,33,74.14,3.45,56.89,MQ,OTU-15468,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylopumilus;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_92,3300013131,1553292,166,13454,1,1,1,28,80.64,1.52,73.04,MQ,OTU-17782,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_9,3300013131,6138388,223,42752,1,1,1,51,96.45,0.65,93.2,HQ,OTU-7330,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_89,3300013131,1657736,103,23997,1,1,0,22,68.8,0.38,66.9,MQ,OTU-6708,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_88,3300013131,1677991,261,6927,1,1,2,33,75.53,0.77,71.68,MQ,OTU-6706,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_87,3300013131,1670719,114,22029,1,0,0,42,87.18,2.56,74.38,MQ,OTU-10741,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__UBA2093;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_86,3300013131,1722649,52,65340,1,1,1,43,80.26,0.67,76.91,MQ,OTU-10742,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_82,3300013131,1775584,355,5103,1,0,0,22,57.31,0.44,55.11,MQ,OTU-12390,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis raciborskii,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_80,3300013131,1879735,177,14916,0,0,0,34,87.13,1.71,78.58,MQ,OTU-10740,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA954;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_78,3300013131,1955915,93,35429,0,1,0,44,96.13,1.79,87.18,MQ,OTU-890,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Gallionellaceae;g__Gallionella;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_77,3300013131,1994180,42,85536,1,1,1,38,94.37,2.56,81.57,HQ,OTU-134,d__Bacteria;p__Margulisbacteria;c__ZB3;o__;f__;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_76,3300013131,1959633,231,10387,1,0,0,25,73.41,0.86,69.11,MQ,OTU-133,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_75,3300013131,2005850,37,281594,1,0,0,32,94.01,0.9,89.51,MQ,OTU-4842,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_74,3300013131,2011745,93,34778,1,0,0,34,97.09,2.71,83.54,MQ,OTU-16079,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_73,3300013131,2022250,142,18824,0,1,0,32,85.42,1.37,78.57,MQ,OTU-10321,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA961;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_72,3300013131,2044604,139,26036,1,1,0,20,77.24,0.54,74.54,MQ,OTU-6703,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_71,3300013131,2107166,34,82996,1,1,2,34,97.54,0.55,94.79,HQ,OTU-2384,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_70,3300013131,2177892,276,9343,1,1,0,23,85.27,0.86,80.97,MQ,OTU-132,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_68,3300013131,2285251,234,12635,0,1,0,23,76.59,0,76.59,MQ,OTU-16719,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_67,3300013131,2347154,371,6677,1,0,0,24,74.09,1.56,66.29,MQ,OTU-166,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_65,3300013131,2442917,32,115074,1,1,1,39,98.52,0.26,97.22,HQ,OTU-8822,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_64,3300013131,2424862,118,37896,0,0,0,28,93.58,1.62,85.48,MQ,OTU-8823,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_62,3300013131,2713486,315,10061,1,1,2,24,72.72,1.71,64.17,MQ,OTU-12392,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__GCA-2737665;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_61,3300013131,2782656,275,12920,0,1,0,36,94.51,0,94.51,MQ,OTU-16718,d__Bacteria;p__Delongbacteria;c__;o__;f__;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_59,3300013131,2775179,109,41718,1,1,1,40,96.24,1.28,89.84,HQ,OTU-708,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_57,3300013131,3016700,124,38199,0,1,0,36,83.87,1.33,77.22,MQ,OTU-5445,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_56,3300013131,3022041,153,34018,1,3,0,37,93.99,2.15,83.24,MQ,OTU-8631,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_54,3300013131,3061875,218,19430,0,0,0,33,97.08,0.5,94.58,MQ,OTU-714,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_52,3300013131,3118950,219,18828,1,2,0,31,77.9,1.03,72.75,MQ,OTU-5446,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_51,3300013131,3139963,352,10835,1,1,2,34,89.27,1.08,83.87,MQ,OTU-14812,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10329;g__UBA10329;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_49,3300013131,3188276,390,10021,0,0,0,31,81.73,0.61,78.68,MQ,OTU-9435,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Ga0074136;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_48,3300013131,3180092,238,23156,1,1,1,29,72.77,2.79,58.82,MQ,OTU-9436,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_47,3300013131,3183725,206,23852,1,3,0,44,97.17,0.94,92.47,MQ,OTU-3655,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__UBA965;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_45,3300013131,3273292,44,124392,0,0,0,41,97.82,0.4,95.82,MQ,OTU-9438,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_43,3300013131,3368018,182,26621,0,1,0,37,88.47,1.07,83.12,MQ,OTU-4838,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_41,3300013131,3388378,63,101544,0,0,0,43,98.26,3.26,81.96,MQ,OTU-2199,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_40,3300013131,3373381,233,23545,0,1,0,38,96.65,0.72,93.05,MQ,OTU-9442,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_38,3300013131,3465326,146,35289,1,1,1,42,90.05,1.18,84.15,HQ,OTU-9475,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_37,3300013131,3656961,57,132411,0,1,1,41,96.77,0.81,92.72,MQ,OTU-16903,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_36,3300013131,3695458,183,30128,1,0,0,43,95.38,4.84,71.18,MQ,OTU-3118,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_35,3300013131,3765886,43,205958,1,0,0,42,94.87,1.98,84.97,MQ,OTU-16904,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__Ga0077527;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_34,3300013131,3766788,181,36373,1,1,1,31,92.56,1.48,85.16,MQ,OTU-3044,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_33,3300013131,3770697,290,17661,1,1,1,39,92.13,0.5,89.63,HQ,OTU-16906,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA10441;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_32,3300013131,3779377,311,17422,0,2,0,37,93.07,3.55,75.32,MQ,OTU-14819,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_31,3300013131,3849389,413,12171,0,0,0,37,85.81,0.71,82.26,MQ,OTU-14341,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_30,3300013131,3940146,319,16569,0,1,1,26,78.35,1.38,71.45,MQ,OTU-16907,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__UBA6136;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_27,3300013131,4173216,413,13909,1,1,1,39,93.36,4.62,70.26,HQ,OTU-14342,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_246,3300013131,342902,54,7329,0,1,2,16,54.99,0.86,50.69,MQ,OTU-503,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__UBA5004;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_21,3300013131,4621474,258,27959,0,1,1,33,77.26,3.76,58.46,MQ,OTU-13665,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_19,3300013131,4807702,131,59953,1,1,1,43,92.25,1,87.25,HQ,OTU-7194,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_18,3300013131,4758032,562,10539,0,0,0,36,80.72,0,80.72,MQ,OTU-13653,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_174,3300013131,592644,49,15731,0,1,1,33,59.88,0.93,55.23,MQ,OTU-10476,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_172,3300013131,610178,59,13021,2,0,1,30,52.06,0,52.06,MQ,OTU-14838,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Portnoybacterales;f__GWB1-42-6;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_17,3300013131,5041107,311,23274,2,2,0,35,82.73,0,82.73,MQ,OTU-17546,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_164,3300013131,660686,19,56337,1,0,0,44,57.24,0,57.24,MQ,OTU-17300,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Kaiserbacteraceae;g__C7867-001;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_160,3300013131,662053,96,8138,1,2,2,38,64.97,1.73,56.32,MQ,OTU-17978,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_152,3300013131,782661,113,7676,0,0,0,18,55.17,0,55.17,MQ,OTU-12063,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_15,3300013131,5217727,658,9273,1,1,0,34,81.11,3.74,62.41,MQ,OTU-17545,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__UBA6176;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_148,3300013131,802518,26,56468,1,0,1,47,78.46,1.12,72.86,MQ,OTU-2348,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__Jorgensenbacteraceae;g__GWA2-45-9;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_145,3300013131,829472,77,18925,1,1,1,37,80.14,0,80.14,MQ,OTU-15246,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_144,3300013131,834643,44,31641,2,1,2,46,68.32,0.99,63.37,MQ,OTU-9216,d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__UBA12465;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_141,3300013131,837009,33,50887,0,1,1,34,67.13,0.93,62.48,MQ,OTU-3341,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2206;g__um-filter-42-9;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_138,3300013131,862143,75,13735,1,0,1,35,67.99,2.09,57.54,MQ,OTU-16063,d__Bacteria;p__Patescibacteria;c__ABY1;o__GWA2-46-9;f__GWA2-46-9;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_136,3300013131,865727,67,19639,2,1,1,40,62.54,0,62.54,MQ,OTU-7575,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_123,3300013131,1051484,166,6918,0,0,0,23,64.14,1.83,54.99,MQ,OTU-13551,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_122,3300013131,1051799,55,51154,0,0,0,33,82.8,0,82.8,MQ,OTU-13516,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6184;f__UBA6184;g__UBA6184;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_115,3300013131,1119623,24,112244,1,1,1,47,73.76,0,73.76,MQ,OTU-15751,d__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_112,3300013131,1202429,153,9080,3,2,2,41,85.85,4.3,64.35,MQ,OTU-3520,d__Bacteria;p__Omnitrophota;c__koll11;o__CG1-02-43-210;f__CG1-02-43-210;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_110,3300013131,1222486,133,11670,0,0,0,28,89.02,0.95,84.27,MQ,OTU-15753,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_109,3300013131,1189126,191,6911,0,1,0,24,70.96,2.03,60.81,MQ,OTU-14815,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_108,3300013131,1230089,93,16761,1,1,1,32,82.67,0,82.67,MQ,OTU-3525,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA6164;g__;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
3300013131_106,3300013131,1289700,146,11410,0,2,0,17,58.48,0.55,55.73,MQ,OTU-6134,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA961;s__,Aquatic,Freshwater,freshwater,29.05,-1.64
